street,state,city,postcode,safety_flag
2076 Industry Rd,OH,Atwater,44201-9354,FALSE
20332 Chestnut Grove Dr,FL,Tampa,33647-3344,FALSE
1820 N. FISK ST,ID,Boise,83704,FALSE
47 Ambassador Avenue,IL,Romeoville,60446,FALSE
44697 Greenbriar Dr,MI,Van Buren Twp,48111-5162,FALSE
568 Havenwood Rd,GA,Blairsville,30512,TRUE
827 Emory Ct,CA,Merced,95341-5503,FALSE
4346 Meadowlark Ct,IL,Gurnee,60031-2762,FALSE
10903 Road 397,MS,Philadelphia,39350-5605,FALSE
4083 Inniswood Pl,CA,Dublin,94568,FALSE
2534 WARNERS RD,NY,Warners,13164,FALSE
115 Heather Heights,TN,Bradyville,37026,FALSE
559 Newman Trl,MN,Stillwater,55082-4529,FALSE
10353 Alexander Ave,CA,South Gate,90280-6732,FALSE
412 10th Street,CA,Manhattan Beach,90266,FALSE
3400 7th st,IA,Sioux city,51105,FALSE
164 Bromley Village Dr,SC,Fort Mill,29708-7041,FALSE
3 Barber Blvd,NJ,South Bound Brook,08880-1401,TRUE
35 East Flower Street,CA,Chula Vista,91910,FALSE
4656 Westfield Rd,FL,Jacksonville,32210,FALSE
2780 Hidden Hills Way,CA,Corona,92882,FALSE
370 Heights Ln,GA,Clayton,30525-4329,FALSE
1250 SW 11th Ave Apt A404,FL,Gainesville,32601-8276,FALSE
3261 SW Avalon Way,WA,Seattle,98126-2887,FALSE
25 Cook Rd,NJ,East Brunswick,8816,FALSE
2653 Joseph Ave,LA,Pineville,71360-6213,FALSE
9900 Se Bell Ave,OR,Milwaukie,97222,FALSE
440 Arcaro Way,TN,Cordova,38018-8304,FALSE
4048 Wonderwood Ln SE,WA,Lacey,98503-5549,FALSE
1002 COOL CORNER CT,TX,RICHMOND,77406,FALSE
410 Moore Blvd,NJ,Clayton,8312,FALSE
44 Vine St,VA,Greenville,24440-1776,TRUE
771 Ramirez Rd,CA,Marysville,95901-9444,FALSE
12319 NW 148th Ave,FL,Alachua,32615-4906,FALSE
106 Lake Emerald Drive,FL,Fort Lauderdale,33309,FALSE
141 W Portland St,AZ,Phoenix,85003-1466,FALSE
895 Park Boulevard,CA,San Diego,92101,FALSE
14 Seneca Trl,NJ,Sparta,07871-1514,FALSE
181 Ruffin School Road,NC,Ruffin,27326,FALSE
10027 Flora Rd,OH,Harrison,45030-8701,FALSE
7690 e Starla dr,AZ,Scottsdale,85255,FALSE
511 pinewood drive,FL,oldsmar,34677,FALSE
15734 Rinaldi Street,CA,Los Angeles,91344,FALSE
34 Harmony Ln,NY,Westbury,11590-6546,FALSE
219 E Tabor Rd,PA,Phila,19120-3024,FALSE
210 Howell St,NY,Bellmore,11710-3318,FALSE
4405 Diamond Street,CA,Capitola,95010,FALSE
1300 Avenue at Port Imper,NJ,Weehawken,7086,FALSE
1515 Harris Dr,WI,Grafton,53024-9019,FALSE
77 Scriver Woods Rd,ID,Garden Valley,83622-5011,FALSE
924 Cherry Laurel Ln,TX,Arlington,76012-4423,TRUE
12 baxter lane,MO,chesterfield,63017,FALSE
4316 Yellowleaf Dr,TX,Fort Worth,76133,FALSE
108 Duncan St,TN,Gallatin,37066-3669,FALSE
4025 Glen Laurel Drive North,GA,Valdosta,31605,FALSE
600 Hosking Avenue,CA,Bakersfield,93307,FALSE
3166 Bainbridge Avenue,NY,Bronx,10467,FALSE
6855 Lahontan Dr,TX,Fort Worth,76132-3039,TRUE
107 County Road 29,AL,Prattville,36067,FALSE
2611 104th St E,WA,Tacoma,98445-5313,FALSE
408 Quarry St,OH,Ashland,44805-3039,FALSE
"2370 Victory Ave Dallas, TX 75219 United States",TX,Dallas,75219,FALSE
557 Coalyard Drive,NC,Garner,27529,FALSE
5205 S Meadow Lark Dr,CO,Castle Rock,80109-8476,FALSE
364 Norway Dr,DE,Dover,19901-1940,FALSE
2414 Northeast Confucius Way,WA,Poulsbo,98370,FALSE
1235 Rosemary Ln,VA,Danville,24541-4151,FALSE
1544 Dellsway Rd,MD,Towson,21286,FALSE
5 Manor View Circle,PA,Malvern,19355,FALSE
1973 Roanoke St,CA,San Jacinto,92582-6918,FALSE
3810 Southwest 59th Terrace,FL,Davie,33314,FALSE
204 Easy St,TX,Silsbee,77656-3104,FALSE
2907 Maverick Street,NV,Las Vegas,89108,FALSE
9001 S Braeswood Blvd,TX,Houston,77074-2330,FALSE
3142 Redding Run Rd,PA,Home,15747-6917,FALSE
339 Hancock Street,ME,Bangor,4401,FALSE
1 Country Hill Rd,MA,Jefferson,01522-1173,FALSE
1106 Old Mill Rd,SC,Saint Stephen,29479-3000,FALSE
937 Hobby Rd,TX,Copperas Cove,76522-4439,FALSE
1137 Paintbrush,TX,Mesquite,75149,FALSE
2009 29th St,TX,Lubbock,79411-1517,FALSE
31 N Central Ave,PA,Jenkintown,19046-4213,FALSE
565 Autry Rd,NC,Clarkton,28433-8607,FALSE
252 Rooks Nest Lane,OK,Idabel,74745,FALSE
7436 Hickory Ct,MI,Cadillac,49601-9063,FALSE
21 Mud Hollow Rd,VT,Concord,5824,FALSE
838 E El Caminito Dr,AZ,Phoenix,85020-3459,FALSE
2321 E Omaha Ave,CA,Fresno,93720-0467,FALSE
73 Pueblo Road,PA,New Britain,18901,FALSE
1935 Columbia St,OR,Eugene,97403-1497,FALSE
1 Puerto Nuevo,CA,Lake Forest,92610,FALSE
204 S Lackawanna St,NY,Wayland,14572-1440,FALSE
1215 N Wabash Ave,IN,Kokomo,46901-2603,FALSE
132 Jules Ln,LA,Church Point,70525-7501,FALSE
8444 Cortina Cir,CA,Roseville,95678-2938,FALSE
955 N Tubsgate Pl,ID,Post Falls,83854-5764,FALSE
10142 Cape Ann Dr,MD,Columbia,21046-1344,FALSE
350 Warren Street,NJ,Jersey City,7302,FALSE
716 Brookside Rd,NJ,Rahway,07065-1807,FALSE
514 Concha Dr,FL,Sebastian,32958-6506,FALSE
187 Aster Ct,NJ,Whitehouse Station,08889-2033,FALSE
902 43rd Ave,AL,Phenix City,36869,FALSE
800 Vista Valet,TX,San Antonio,78216-1739,FALSE
2238 State Highway 7,NY,Troy,12180-9256,FALSE
562 Main Street,NH,Hampstead,3841,FALSE
13102 Fallsview Ln,TX,Houston,77077-3674,FALSE
14215 pecan park lane sp 49,CA,el cajon,92021,FALSE
242 Sea Island Place,SC,Green Pond,29446,FALSE
1327 Iron Glen Dr,TX,Temple,76502-2163,FALSE
3908 Garland Ave,KS,Leavenworth,66048-5539,FALSE
22543 August Leaf Dr,TX,Tomball,77375-5440,FALSE
283 Harrison Ave,NJ,Jersey City,07304-1729,FALSE
4361 County Road 4316,TX,Larue,75770-3164,FALSE
6324 W Beverly Ln,AZ,Glendale,85306,FALSE
6910 W Waters Ave,FL,Tampa,33634-2210,FALSE
1762b CR 642,AL,Mentone,35968,FALSE
1535 Rhett Dr,IN,Anderson,46013-2881,FALSE
731 Lime Lane,FL,Crestview,32536,FALSE
1601 E Highland Ave,AZ,Phoenix,85016-4691,FALSE
168 Sunrise Dr,FL,Tavernier,33070-2528,FALSE
6355 Valley Brook Trce,KY,Utica,42376-5000,FALSE
202 W 121st St,CA,Los Angeles,90061-1707,FALSE
702 Crestview Dr,AL,Madison,35758-1218,FALSE
6867 Adrienne Arbor Dr,TX,Spring,77389-2153,FALSE
707 Faraway Ct,MD,Bowie,20721-1824,FALSE
515 S O Leary St,AZ,Flagstaff,86001-5829,FALSE
12530 Huntington Field Dr,TX,Houston,77099-3614,FALSE
2119 Deerfield St,OH,Cincinnati,45206-2528,FALSE
902 N Nopal st,CA,Santa Barbara,93103,FALSE
85523 Stacie ln,CA,Coachella,92236,FALSE
26927 Cherry Willow Dr,CA,Santa Clarita,91387-1809,FALSE
919 Leawood Dr,IL,Joliet,60431-9384,FALSE
10982 E. Secret Mine Court,AZ,Gold Canyon,85118,FALSE
1426 Oxford Meadows Dr,TX,Houston,77073-2120,FALSE
1470 W 37th St,FL,Hialeah,33012-4737,FALSE
1601 River Trce,GA,Auburn,30011-3600,FALSE
94 Partlow Rd,GA,Royston,30662-7531,FALSE
156 Elm Road,GA,Glenwood,30428,FALSE
910 Suffolk Dr,PA,Lititz,17543-9215,FALSE
1755 N 48th St,WI,Milwaukee,53208-1712,FALSE
908 N 6th Street,OH,Cambridge,43725,FALSE
301 E 40th St,ID,Garden City,83714-6372,FALSE
5530 Chisolm Trail,IN,Indianapolis,46237,FALSE
6320 Pecan Course,FL,Ocala,34472,FALSE
15 Yale Rd,NY,East Patchogue,11772-4279,FALSE
2791 W Stonybrook Dr,CA,Anaheim,92804-4050,FALSE
2439 N REDONDO AVE,TX,ODESSA,79763,FALSE
26A Mishawum Rd,MA,Woburn,01801-2509,FALSE
101-125 West 147th Street Apt. 3J,NY,New York,10039,FALSE
912 Lovvorn Rd,GA,Carrollton,30117-2635,FALSE
1321 w emerson st,WA,Seattle,98119,FALSE
75 Bendertown Road,PA,Orangeville,17859,FALSE
7719 S 43rd Pl,AZ,Phoenix,85042-7330,FALSE
607 NORTH AVE,IL,AURORA,60505,FALSE
108 W Main st,OH,Malv,44644,FALSE
401 N Magnolia Ave,CA,Farmersville,93223-1618,FALSE
7601 Daffan Ln,TX,Austin,78724,FALSE
13388 55th St SE,ND,Enderlin,58027-9766,FALSE
115 Burkley Place,NJ,Union,7088,FALSE
801 E Mishawaka Ave,IN,Mishawaka,46545-6811,FALSE
209 York St,NJ,Jersey City,07302-3622,FALSE
300 Venetian Dr,FL,Clearwater,33755,FALSE
20 Langner Ln,CT,Wilton,06897-2608,FALSE
907 ellston st,CO,colorado springs,80907,TRUE
400 Valley High Road,MN,Burnsville,55337,FALSE
505 W Marion St,IL,Prospect Heights,60070,FALSE
4000 Massachusetts Ave NW Apt 1624,DC,Washington,20016-5138,FALSE
3110 Woodfin Dr,TX,San Antonio,78264-4624,FALSE
322 Truxton Street,NC,Kill Devil Hills,27948,FALSE
501 Grizzly Street,OR,Aumsville,97325,FALSE
5634 Timber Star,TX,San Antonio,78250-5923,FALSE
51 Yorkshire Cir,VT,Brattleboro,5301,FALSE
7442 Sandy Hatch Rd,NY,Chittenango,13037-9518,FALSE
359 Capen Blvd,NY,Buffalo,14226,FALSE
262 Bayview Ave,NY,Merrick,11566-4777,FALSE
1343 Swan St,UT,Ogden,84401-1923,FALSE
127 Eastern Avenue,MA,Gloucester,1930,FALSE
2300 Auburn Ave,OH,Cincinnati,45219,FALSE
326 Snyder Ave,NJ,Pitman,08071-2437,FALSE
10144 Brussels Ln,TN,Cordova,38016-0573,FALSE
7418 Village Square Dr,MI,West Bloomfield,48322,FALSE
401 Collins Road,WA,Toledo,98591,FALSE
912 Granville Drive Southwest,NC,Winston-Salem,27101,FALSE
3384 Daley Center Drive,CA,San Diego,92123,FALSE
3507 Perry Street,VA,Fairfax,22030,FALSE
544 fair meadows drive,MN,Big lake,55309,FALSE
11 Ravensridge,CA,Trabuco Canyon,92679,FALSE
10330 68th Ave Apt 2E,NY,Forest Hills,11375-3223,FALSE
1770 Mission Park Ct,GA,Loganville,30052-7512,FALSE
11395 Rossow Ct,LA,Denham Springs,70726-6965,FALSE
705 Vassar Drive,MI,Durand,48429,FALSE
960 Francisco St,OH,Cincinnati,45206-2661,FALSE
364 Kenbrook Cir,CA,San Jose,95111-3289,FALSE
1927 W. Mulberry St,MD,Baltimore,21223,FALSE
204 Hope Creek Dr,SC,Irmo,29063-9532,FALSE
1920 Seagull Dr,FL,Clearwater,33764,FALSE
4914 Alexander Valley Drive,NC,Charlotte,28270,FALSE
"3980 Roundabout Rd,",VA,Louisa,23093,FALSE
704 N 2nd Ave,OK,Purcell,73080-2626,FALSE
25 Rensselaer Dr,NY,Commack,11725,FALSE
30 Park Pl,NY,New York,10007-2559,TRUE
110 Pineway Dr,NJ,Forked River,8731,FALSE
117 Henry St,CT,New Britain,06051-3216,FALSE
5405 South 19th Avenue,AZ,Phoenix,85041,FALSE
250 Pebble Creek Dr,IL,Tower Lakes,60010-1368,FALSE
312 Crestmont Way,SC,Greenville,29615-5055,FALSE
4617 N Dover Unit 3W,IL,Chicago,60640,FALSE
359 County Road 601,AL,Enterprise,36330-0501,FALSE
14040 Woodside St,MI,Livonia,48154-5270,FALSE
25 Montrose Ave,NJ,Colonia,7067,FALSE
225 Maple St,MA,Warren,01083-7921,FALSE
1414 Laurel Avenue West,MN,Minneapolis,55403,FALSE
1146 Fairdale Glen,NY,Farmington,14425,FALSE
436 7th street,AK,Kotzebue,99752,FALSE
431 Spring Villas Dr,NV,Sparks,89431-5418,FALSE
10065 De Soto Ave Unit 305,CA,Chatsworth,91311-3144,FALSE
3 Zylar Dr,ME,Windham,04062-5918,FALSE
6257 60th Ave,NY,Maspeth,11378-3424,FALSE
1001 Reese Dr,TN,Franklin,37069,FALSE
104 Mill St,OH,Mount Orab,45154-8014,FALSE
1611 Hinman Settler Rd,VT,Newport,05855-4522,FALSE
795 Swart Hollow Rd,NY,Oneonta,13820-3719,FALSE
50049 Mudge Lane,CA,Coarsegold,93614,FALSE
1442 Columbus City Rd,AL,Scottsboro,35769-9015,FALSE
347 Lakeside Dr,TX,Cuero,77954-6409,FALSE
2331 Bluffridge Street,TX,San Antonio,78232,FALSE
15 pine street,GA,Ringgold,30736,FALSE
106 Donash Cir,AL,Madison,35758-7644,FALSE
3810 Pecan Ct,TX,Manvel,77578-3223,FALSE
6563 Rosecliff Dr,FL,Orlando,32835,FALSE
5209 Gobel Dr,OH,Groveport,43125-9663,FALSE
622 E Kennaston Ave,WA,Montesano,98563-1818,FALSE
1512 W 3rd St.,IN,Marion,46952,FALSE
5198 W Orchard Dr,IL,Mccullom Lake,60050,FALSE
33340 Bailey Meadow Road,CA,Palomar Mountain,92060,FALSE
8925 Stewart Street,TX,Crossroads,76227,FALSE
408 Scenic Park Dr,IL,CREVE COEUR,61610,FALSE
4860 1/2 Tujunga Ave,CA,North Hollywood,91601,FALSE
66 Roselawn Dr,KY,Independence,41051-9287,FALSE
113 East St,SC,Heath Springs,29058-8957,FALSE
151 Jenkins Rd,AL,Opelika,36804-1857,FALSE
702 Marquis Way,GA,Morrow,30260-4143,FALSE
9245 Deepwater Point Rd,MD,Saint Michaels,21663-2305,FALSE
8616 Whispering Trail,TX,Austin,78737,FALSE
123 Butterfly Ln,VA,Ivanhoe,24350-3530,FALSE
261 Pipeline Road,SC,Aiken,29801,FALSE
48239 Prestwyck Drive,MI,Macomb,48044,FALSE
5013 Lee Drive,NC,Garner,27529,FALSE
1207 W Alice Ave,WA,Spokane,99205,FALSE
1507 Main St,IA,Emmetsburg,50536-1649,FALSE
268 Surrey Hill Way,NY,Rochester,14623,FALSE
1401 MARINA COVE DR,IA,Polk City,50226,FALSE
109 Marvin Rd,SC,Eutawville,29048-9190,FALSE
11631 Landsdowne Dr,TX,Houston,77035-2517,FALSE
1219 Arcola Ave,MD,Silver Spring,20902,FALSE
947 Snowgoose Lane,CA,Manteca,95337,FALSE
306 N Santa Rosa Ave,CA,Modesto,95354-1448,FALSE
433 Poplar St,TN,Ridgely,38080-1611,FALSE
110 North Summit Drive,AR,Cabot,72023,FALSE
3215 Knight St Apt 322,LA,Shreveport,71105-2715,FALSE
2304 Perkins Ln,CA,Redondo Beach,90278-2606,FALSE
11 Northern Dr,IL,Decatur,62521-4664,FALSE
3100 W End Cir,TN,Nashville,37203-1413,FALSE
3667 Sycamore Grove Road,PA,Chambersburg,17202-9697,FALSE
875 S Newhaven Dr,CA,Orange,92869-5443,FALSE
14 Nightingale Road,MA,Plymouth,2360,FALSE
183 W Armour Ave,WI,Milwaukee,53207-5823,FALSE
10560 Brems Ct.,IN,Osceola,46561,FALSE
57 Hampshire Dr,PA,New Oxford,17350-8756,FALSE
2432 E 23rd St 2 FLAPT. 2R,NY,Brooklyn,11235-2511,TRUE
1325 N. Harrison St.,CA,Stockton,95203,FALSE
9604 Fauntleroy Way SW,WA,Seattle,98136-2742,FALSE
710 Bergen St,WI,Madison,53714-3012,FALSE
708 South Prairie Street,IL,Jerseyville,62052,FALSE
24424 SW 115th Ct,FL,Homestead,33032-4630,FALSE
18493 SW 100th St,NE,Crete,68333-3361,FALSE
200 Gaillardia Way,NC,Clayton,27527-6704,FALSE
1164 Dickens Dr Apt L,OH,Fairborn,45324-8798,TRUE
1350 N Astor St Apt 4A,IL,Chicago,60610-2131,FALSE
13985 18 mile rd,MI,Gowen,49326,FALSE
64 Doe Run Lane,PA,Pottstown,19464,FALSE
16901 Aldersyde Dr,OH,Cleveland,44120-2519,FALSE
114 E Lane Ave,OH,Columbus,43201-1250,FALSE
335 Wickham St,VA,South Boston,24592-2220,FALSE
1701 4th ave East,ND,west fargo,58078,FALSE
3736 salem chapel drive,GA,Lithonia,30038,FALSE
144 Midland Avenue,NJ,Park Ridge,7656,TRUE
15 Denmark St,MA,Dedham,02026-2406,FALSE
140 23rd Ave. S,WA,Seattle,98144,FALSE
66 NW I St,IN,Richmond,47374-2114,FALSE
232 Westview Dr,OH,West Union,45693-9511,FALSE
107 windchime ct,GA,Guyton,31312,FALSE
6393 E Cutter Rd,WI,South Range,54874,FALSE
23220 Cass Ave,CA,Woodland Hls,91364,FALSE
3636 W Dickens Ave,IL,Chicago,60647-3619,FALSE
1433 W Main St 3g,IN,Carmel,46032,TRUE
5300 SW 5th St,FL,Coral Gables,33134-1120,FALSE
2606 Armada St,VA,Herndon,20171,FALSE
919 lawton ct,FL,Fort Walton Beach,32547,TRUE
283 Bainbridge Street,NY,Brooklyn,11233,FALSE
1103 e 194th pl,IL,Glenwood,60425,FALSE
4354 Park drive,LA,Fordoche,70732,FALSE
6311 Onyx Ave,OR,Klamath Falls,97603-7658,FALSE
1142 Glacier Park Ct,NV,Henderson,89052,FALSE
3527 vane ave,CA,Rosemead,91770,FALSE
4120 s hillcrest Ave,MO,Springfield,65807,FALSE
153 Mule Deer Ct,CA,Blythe,92225-3379,FALSE
200 Papworth Ave,LA,Metairie,70005-3656,FALSE
24 Baymens Ct,NY,Sayville,11782-2601,FALSE
1807 Olympus Loop Dr,CA,Vista,92081-5447,FALSE
2416 Prairie Eagle Cr W,SD,Huron,57350,FALSE
1421 Lawrence Rd,TX,River Oaks,76114-2223,FALSE
24255 Pacific Coast HWY,CA,Malibu,90263,FALSE
4714 S Dawnmeadow Ct,FL,Plant City,33566-1213,FALSE
4065 W Jeremy Woods Dr,UT,Park City,84098-4848,FALSE
200 Hillcrest Ave,NJ,Wyckoff,07481-3213,FALSE
7921 Fairway Blvd,FL,Miramar,33023-6417,FALSE
8651 Stephens Church Rd,NC,Wilmington,28411-7982,FALSE
1116 E Park St,FL,Panama City,32404-7124,FALSE
3064 Cordele St,IN,Portage,46368-4562,FALSE
2603 CR 13,KS,Ashland,67831-3136,FALSE
1700 Montevina Circle # 1410,CA,Oxnard,93030,FALSE
2721 West Melrose Street,IL,Chicago,60618,FALSE
2251 Rippling Way Ct,IN,Indianapolis,46260-6551,FALSE
26 Fisherdick Rd,MA,Ware,01082-9775,FALSE
8808 N 46th Dr,AZ,Glendale,85302-5219,FALSE
12749 Bunyan Way,TX,El Paso,79928-5103,FALSE
6112 Viewpoint Dr NE,MI,Belmont,49306-9483,FALSE
1332 1/2 S Cloverdale Ave,CA,Los Angeles,90019,FALSE
824 Bretallow Drive,TX,Celina,75009,FALSE
1623 Bitter Creek Drive,NC,Charlotte,28214,FALSE
16250 County Road 85B,CA,Esparto,95627-2158,FALSE
151 Wheaten Way,PA,Latrobe,15650-9580,FALSE
2008 Atherton Heights Lane,NC,Charlotte,28203,FALSE
99 Pine St,MA,Seekonk,02771-4008,FALSE
1970 Miner St,IL,Des Plaines,60016-8403,FALSE
603 California St,CT,Stratford,06614-4908,FALSE
7830 W 119th Pl,CO,Broomfield,80020-2731,FALSE
108 N GREENFIELD RD,AZ,Mesa,85205-7823,FALSE
3 Barry Circle,PA,Shippensburg,17257,FALSE
3730 Blackjack Rd,SC,Ladson,29456,FALSE
148 Crepemyrtle Road,LA,Covington,70433,FALSE
2057 Hightower Rd,GA,Statesboro,30458-2484,FALSE
1210 North Cherokee Avenue,CA,Los Angeles,90038,FALSE
1905 2nd Ave,KS,Leavenworth,66048-4478,FALSE
2301 Termino Ave.,CA,Long Beach,90815,FALSE
475 Schoolhouse Branch Rd,KY,Manchester,40962-6314,FALSE
765 Crescent Valley Dr,KY,Jackson,41339-6518,FALSE
721 Powder Branch Rd,TN,Elizabethton,37643-5054,TRUE
326 Troy Landing,NC,Winston Salem,27107,FALSE
933 W Clarence Ct,CA,Santa Maria,93458-7496,FALSE
5501 9th st.,KS,GREAT BEND,67530,FALSE
19800 Bluff Dr,IN,Goshen,46526,FALSE
5125 grants Frederick,OH,South Lebanon,45065,FALSE
1020 Meridian Ave,FL,Miami Beach,33139-8330,FALSE
67109 Woodfield Dr,OH,New Plymouth,45654-8001,TRUE
6 Skyview Drive,IL,Springfield,62702,FALSE
1267 Countrymen Court,FL,Apopka,32703,FALSE
3615 Winona St,PA,Philadelphia,19129,FALSE
198 Mathis Lake Rd,GA,Thomaston,30286-5218,FALSE
232 Freeman Ave,NJ,Jersey City,07306-7004,FALSE
192 Sapbush Rd,NY,Chenango Forks,13746,FALSE
4836 Bryant Street,CO,Denver,80221,FALSE
1599 Mono Ave,CA,San Leandro,94578-2018,FALSE
1319 Highway 19 S,MS,Meridian,39301-8226,FALSE
103 Clair Ct,KY,Elizabethtown,42701-7336,FALSE
20 Franklin Ave,GA,Lakeland,31635-5635,TRUE
1161 Madrone Ln,CA,Placerville,95667,FALSE
10720 S Wood St,IL,Chicago,60643-3416,FALSE
135D Grand Canyon dr,WI,Baraboo,53913,FALSE
184 Lower Oak Grove Rd,NJ,Frenchtown,08825-4207,FALSE
4200 Dartmoor Ln,MI,Jackson,49203-5121,FALSE
2303 Mallard,OK,Duncan,73533-1386,FALSE
8295 SW 77th Ct,FL,Ocala,34476,FALSE
10176 Marysville Rd,CA,Dobbins,95935-9709,FALSE
653 Atlas Loop,AK,Eielson Afb,99702-1024,FALSE
3181 NE 23rd St,OR,Gresham,97030,FALSE
2301 S Ellis Rd,SD,Sioux Falls,57106-7065,FALSE
3701 Faulkner Dr,TX,Rowlett,75088-6083,FALSE
8955 Goosander Way,CO,Littleton,80126-5258,TRUE
24114 Bay Hill Blvd,TX,Katy,77494-6176,FALSE
2 Freda Ct,CA,Chico,95928-6807,FALSE
491 Puckett Rd SE,GA,Emerson,30137-2266,FALSE
1215 Palmer Road,MD,Fort Washington,20744,FALSE
545 E Center St,MO,Mount Vernon,65712-1207,FALSE
5881 Cheshire Cove Ter,FL,Orlando,32829-8833,FALSE
310 Mahaffey Road,SC,Williamston,29697,FALSE
2 federal,NJ,newark,7101,FALSE
1500 E. Riverside Dr. #404,TX,Austin,78741,FALSE
713 Live Oak Ln,FL,Wildwood,34785-9364,FALSE
423 Long Acre Drive,LA,Bossier City,71111,FALSE
1820 Joseph Dr,CA,Moraga,94556-2711,FALSE
280 Brentwood Drive,GA,Thomson,30824,FALSE
11011 Harts Rd,FL,Jacksonville,32218-3737,FALSE
8414 Moores Chapel Rd,NC,Charlotte,28214,FALSE
5005cimarrron st,CA,Los Angeles,90062,FALSE
1540 Vine St Apt 535,CA,Los Angeles,90028,FALSE
608 Caduceus Ln,TX,Hurst,76053-5719,FALSE
3107 Fort Worth Trail,TX,Austin,78748,FALSE
2534 Boulder Ave,AZ,Kingman,86401-4704,FALSE
2210 Northview Dr,IN,Ferdinand,47532-9375,FALSE
6233 Autumn View Dr,PA,Linglestown,17112-1843,FALSE
403 N Manilla Ave,GA,Douglas,31533,FALSE
302 Birch St,PA,Scranton,18505-1210,FALSE
7237 NW 1st Mnr,FL,Plantation,33317-2272,FALSE
7331 Berkshire Way North,MN,Maple Grove,55311,FALSE
5317 Silver Dr.,CA,Santa Ana,92703,FALSE
841 Caesar Road,MS,Picayune,39466,FALSE
3677 Donald Ave,CA,Riverside,92503-4311,FALSE
2808 North 19th Street,MS,Ocean Springs,39564,FALSE
2201 Vaughn Lakes Blvd,AL,Montgomery,36117-4156,FALSE
15216 Lakes of Delray Boulevard,FL,Delray Beach,33484,FALSE
702 Laurel Ln,TN,Murfreesboro,37127-6552,FALSE
1357 W Berwyn Ave Apt 1,IL,Chicago,60640-2275,FALSE
4581 Landisville Rd,PA,Doylestown,18902,FALSE
737 Pioneer Rd,OR,Brookings,97415-0204,FALSE
1770 Chestnut Place,CO,Denver,80122,FALSE
3400 Columbia Pike,VA,Arlington,22204-2510,FALSE
1539 Highway 761,KY,Nancy,42544-8984,FALSE
544 Madeira Dr SE,NM,Albuquerque,87108-2980,FALSE
16616 119th Avenue Ct E,WA,Puyallup,98374-9500,FALSE
18004 146th Ave,NY,Jamaica,11434-5308,FALSE
2875 Channel Reef ave,CA,Tulare,93274,FALSE
5841 N Rockwell St,IL,Chicago,60659-4990,FALSE
2657 Wynterpointe Ct,IN,Kokomo,46901-7711,FALSE
408 Bluerock Dr,CA,Antioch,94509-6926,FALSE
7 Celtic Street,NH,Concord,3301,FALSE
300 Lighthouse Ln,NC,Swansboro,28584-8833,FALSE
745 north Jackson Avenue,UT,Ogden,84404,FALSE
4905 Imperial Palm Drive,FL,Largo,33771,FALSE
1414 10th St,FL,Clermont,34711,FALSE
1225 Cumberland Street,CO,Colorado Springs,80907,FALSE
3152 S Belsay Rd,MI,Burton,48519-1620,FALSE
36 Crestwood Dr,NY,Shirley,11967,FALSE
4596 Burns Rd,NC,Granite Falls,28630-8143,FALSE
1508 Creekside Dr,OK,Norman,73071,FALSE
711 Vinca Ct,CA,Gilroy,95020-3406,FALSE
1114 Pearl St,IL,Aurora,60505-5612,FALSE
1354 Wollock Rd,NY,Watkins Glen,14891,TRUE
802 E Henrietta Ave,TX,Kingsville,78363-4648,FALSE
2601 Francisco Street,TX,Austin,78702,FALSE
910 Walnut St,MD,Frederick,21703-8431,FALSE
N82W15837 Apple Valley Drive,WI,Menomonee Falls,53051,FALSE
35 Prospect St,NH,Somersworth,03878-2763,FALSE
2405 Wembly Rd,IL,Springfield,62703-4463,FALSE
928 E. Cottonwood St.,CA,Ontario,91761,FALSE
11372 Carissa Dr,TX,Dallas,75218-1314,TRUE
1230 Lake Douglas Rd,GA,Bainbridge,39819-4797,FALSE
1004 South Coffee Ave,GA,Douglas,31533,FALSE
5195 Callahan Rd,MI,Albion,49224-9197,FALSE
1028 Bergen Blvd,NJ,Fort Lee,7024,FALSE
9 Oak Point Dr S,NY,Bayville,11709-1109,FALSE
20 Seaman Ave,NY,New York,10034-2923,FALSE
24 Mildred Ave,MA,Boston,2126,FALSE
4 Windemere Ave,NJ,Mount Arlington,07856-1125,FALSE
1520 Grape St. Apt. 1,CO,Denver,80220,FALSE
5571 Norma Dr,CA,Westminster,92683-2430,FALSE
424 S Verdugo Rd Apt 4,CA,Glendale,91205,FALSE
3744 W 84th St,IL,Chicago,60652-3263,FALSE
17509 W Pinnacle Vista Dr,AZ,Surprise,85387-1133,FALSE
6940 Mesquite Ct,OH,Dublin,43017,FALSE
8624 Beech Tree Rd,MD,Bethesda,20817-2905,TRUE
1327 Crenshaw Blvd,CA,Los Angeles,90019-4393,TRUE
137 Ashford Pk,GA,Macon,31210,FALSE
432 Giltedge Rd,TN,Munford,38058-6014,FALSE
11 Granada Terrace,RI,Middletown,2842,FALSE
73 Baywood Dr,SC,Bluffton,29910-5949,FALSE
1913 Park Avenue,MO,Saint Charles,63301,FALSE
1950 Howell Mill Rd NW,GA,Atlanta,30318-2737,FALSE
7919 landsdowne lane,FL,New port richey,34654,FALSE
20 South St,MA,Grafton,01519-1103,FALSE
box 771997,CO,Steamboat Springs,80477,FALSE
5368 Copley Cir,SC,Summerville,29485-8787,FALSE
13808 SW 276th St,FL,Homestead,33032-3209,FALSE
